,Final_matn,matn_length,chapter_no,chapter,level
1959,صحب صور عذب يوم قيم يقل احي خلق,74,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1960,صحب صور عذب يوم قيم يقل احي خلق,73,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1961,عز وجل ظلم خلق كخلق خلق ذرة خلق حبة شعر,92,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1962,ؤمن قرأ قرآ ترج طعم طيب ورح طيب قرأ تمر طعم طيب ريح مثل فجر قرأ قرآ كمثل ريح ريح طيب طعم مر مثل فجر قرأ قرآ كمثل حنظل طعم مر ريح,248,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,صعب
1963,سأل انس نبي كهن نهم شىء فقل فإن حدث شىء يكون نبي كلم لحق خطف جني قرقر اذن وله كقرقر دجج خلط كذب,271,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,صعب
1964,خرج ناس شرق قرء قرآ جوز رقي مرق دين مرق سهم رمة يعد يعد سهم فوق قيل سيم سيم حلق سبد,222,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,صعب
1965,كلم حبب رحم خفف لسن ثقل ميز حمد عظم,110,98,Oneness; Uniqueness of Allah (Tawheed) - كتاب التوحيد,سهل
1966,لعل عند كتب كتب فهم اعط رجل سلم صحف فما صحف عقل وفك اسر قتل سلم كفر,167,3,Knowledge - كتاب العلم,صعب
1967,خزع قتل رجل بني ليث عام فتح مكة قتل نهم قتلو أخبر بذل نبي ركب رحل خطب حبس مكة قتل فيل شك عبد سلط علي ؤمن وإن تحل أحد قبل تحل أحد بعد وإن حلت سعة نهر وإن سعت حرم خلى شوك عضد شجر لقط سقط نشد قتل فهو بخر نظر عقل وإم يقد اهل قتل فجء رجل اهل يمن كتب كتب لأب رجل قرش ذخر فإن جعل بيت قبر نبي ذخر ذخر عبد يقل يقد قاف فقل لأب عبد شىء كتب كتب خطب,772,3,Knowledge - كتاب العلم,صعب
1968,نبي عشء اخر حيت فلم سلم ارأ ليل رأس سنة بقى ظهر ارض,157,3,Knowledge - كتاب العلم,صعب
1969,بت بيت خلت يمن حرث زوج نبي نبي عند ليل صلى نبي عشء جاء زله صلى ركع نام نام غلم كلم تشب فقم يسر جعل يمن صلى ركع ركع نام غطط خطط خرج صلة,364,3,Knowledge - كتاب العلم,صعب
1970,سمع منك حدث ساه بسط ردء بسط غرف بيد ضمه ضمم فما نست شيئ عدهحدث راهيم نذر ابي فدك بهذا غرف بيد,220,3,Knowledge - كتاب العلم,صعب
1971,جاء رجل نبي قتل سبل احد قتل غضب قتل حمة رفع اله رأس رفع اله رأس قائ قتل لتك كلم علا فهو سبل عز وجل,244,3,Knowledge - كتاب العلم,صعب
1972,رأت نبي جمر سأل رجل نحر ارم ارم حرج اخر حلق نحر نحر حرج فما سئل شىء قدم اخر فعل حرج,239,3,Knowledge - كتاب العلم,صعب
1973,شجر شجر سقط ورق وهي سلم حدثو وقع ناس شجر بدي وقع نفس انه نخل عبد فاستحييت فقل نخل عبد حدث ابي وقع نفس لأن تكون قلت احب يكون وكذ,333,3,Knowledge - كتاب العلم,صعب
1974,كنت رجل ذاء أمر قدد سأل نبي سأل وضء,97,3,Knowledge - كتاب العلم,صعب
1975,رجل سجد أمر نهل يهل اهل دين حلف يهل اهل شأم جحف يهل اهل نجد قرن وقل عمر زعم يهل اهل يمن ملم عمر افق,341,3,Knowledge - كتاب العلم,صعب
1976,نبي نام نفخ ورب ضطجع نفخ صلى سفي مرة مرة عمرو كرب عبس بت خلت يمن ليل فقم نبي ليل فلم ليل نبي وضأ شن علق وضء خفف خفف عمرو قلل وقم يصل وضأ نحا وضأ جئت فقم يسر ورب سفي شمل فحل جعل يمن شاء ضطجع فنم نفخ اته ندي فآذ صلة فقم معه صلة صلى ولم وضأ قلن عمرو نسا يقل تنم عين ينم قلب عمرو عبد عمر رؤا بيء وحى قرأ نام اني ذبح,704,4,Ablutions (Wudu') - كتاب الوضوء,صعب
1977,دفع عرف شعب نزل فبل وضأ ولم سبغ وضء فقل صلة صلة ركب فلم جاء زدلف نزل وضأ أسبغ وضء اقم صلة صلى غرب انخ انس بعر زله اقم عشء صلى ولم يصل بين,303,4,Ablutions (Wudu') - كتاب الوضوء,صعب
1978,نسا يقل قعد حجت قبل قبل بيت قدس عبد عمر رقي يوم ظهر بيت فرأ لبن قبل بيت قدس لحج وقل لعل يصل ورك فقل ادر ولل الك يعن يصل رفع ارض سجد لصق ارض,327,4,Ablutions (Wudu') - كتاب الوضوء,صعب
1979,زوج نبي خرج ليل برز نصع صعد افح فكان عمر نبي حجب نسء فلم يكن فعل خرج سود زمع زوج نبي ليل ليل عشء وكانت مرأ طول فند عمر عرف سود حرص نزل حجب أنزل اية حجب,359,4,Ablutions (Wudu') - كتاب الوضوء,صعب
1980,رقي ظهر بيت حفص بعض حجت فرأ يقض حجت دبر قبل قبل شأم,111,4,Ablutions (Wudu') - كتاب الوضوء,صعب
1981,ظهر يوم ظهر بيت فرأ قعد لبن قبل بيت قدس,104,4,Ablutions (Wudu') - كتاب الوضوء,صعب
1982,تبع نبي خرج لحج فكان لفت دنو ابغ حجر نفض نحه تأت عظم روث فأت أحجار طرف ثيب وضع جنب أعرض فلم قضى تبع,214,4,Ablutions (Wudu') - كتاب الوضوء,صعب
1983,وضأ فليستنثر جمر وتر,45,4,Ablutions (Wudu') - كتاب الوضوء,صعب
1984,وضأ احد جعل انف نثر جمر وتر يقظ احد نوم غسل يده دخل وضئ احد يدر بتت يده,161,4,Ablutions (Wudu') - كتاب الوضوء,صعب
1985,رسل رجل صار فجء رأس قطر نبي لعل عجل عجل قحط فعل وضء,215,4,Ablutions (Wudu') - كتاب الوضوء,صعب
1986,رجل صار يؤم سجد قبء فتح سور قرأ صلة قرأ فتح قل فرغ قرأ سور خرى عها صنع ركع كلم صحب فقل انك فتح بهذ سور ترى انه جزئ قرأ أخرى فإم قرأ وإم تدع قرأ أخرى بتر حبب اؤم بذل فعل كره ترك وكن يرن فضل وكر يؤم غير فلم اتا نبي خبرو خبر منع فعل أمر صحب حمل لزم سور ركع احب حبك دخل جنة,640,10,Call to Prayers (Adhaan) - كتاب الأذان,صعب
1987,صلة صبح حدب اثر سمء ليل فلم صرف ناس تدر ربكم قال رسل عبد ؤمن كفر فأم مطر فضل رحم فذل ؤمن كفر كوكب وأم بنء وكذ فذل كفر مؤم كوكب,337,10,Call to Prayers (Adhaan) - كتاب الأذان,صعب
1988,نبي سلم مكث كنه يسر شهب نرى ولل لكى نفذ صرف نسء وقل ابي ريم نفع يزد جعفر ربع شهب كتب اله حدث هند حرث فرس سلم زوج نبي وكانت صحب سلم صرف نسء دخل بيت صرف وقل ونس شهب خبر هند فرس وقل عثم عمر ونس زهر حدث هند فرس وقل زبد زهر هند حرث قرش خبر وكانت عبد قدد حلف بني زهر وكانت دخل زوج نبي وقل شعب زهر حدث هند قرش وقل ابي عتق زهر هند فرس وقل ليث يحى سعد حدث شهب مرأ قرش حدث نبي,860,10,Call to Prayers (Adhaan) - كتاب الأذان,صعب
1989,شهد خرج ولل مكا شهد يعن صغر اتى علم دار كثر صلت خطب اتى نسء وعظ ذكر أمر صدق جعل رأة تهي بيد حلق تلق ثوب بلل اتى بلل بيت,257,10,Call to Prayers (Adhaan) - كتاب الأذان,صعب
1990,سلم نسء يقض سلم مكث قمه يسر يقم نرى ولل لكى صرف نسء يدر رجل,185,10,Call to Prayers (Adhaan) - كتاب الأذان,صعب
1991,يصل صبح غلس صرف نسء ؤمن عرف غلس عرف بعض بعض,115,10,Call to Prayers (Adhaan) - كتاب الأذان,صعب
1992,سلم نسء يقض سلم مكث قمه يسر يقم نرى ولل لكى صرف نسء يدر رجل,179,10,Call to Prayers (Adhaan) - كتاب الأذان,صعب
1993,نبي رفع رأس ركع اخر لهم انج عيش ابي ربع لهم انج سلم هشم لهم انج ولد ولد لهم انج ضعف ؤمن لهم شدد وطأ مضر لهم جعل سنن كسن وسف وأن نبي غفر غفر أسلم سلم ابي زند ابه كله صبح,374,15,Invoking Allah for Rain (Istisqaa) - كتاب الاستسقاء,صعب
1994,بين خطب يوم جمع جاء رجل قحط مطر فدع يسق فدع مطر فما كدن نصل نزل فما زلن مطر جمع قبل فقم رجل غير ادع صرف عنا لهم حلي علي لقد رأت سحب قطع يمي شمل مطر مطر اهل دين,400,15,Invoking Allah for Rain (Istisqaa) - كتاب الاستسقاء,صعب
1995,اتى رجل عرب اهل بدو يوم جمع هلك اشة هلك عيل هلك ناس رفع يده دعو رفع ناس ايد معه يدع فما خرج سجد مطر فما زلن مطر جمع خرى أتى رجل نبي بشق سفر منع طرق,364,15,Invoking Allah for Rain (Istisqaa) - كتاب الاستسقاء,صعب
1996,خسف شمس عهد صلى ناس فقم أطل قيم ركع أطل ركع أطل قيم قيم اول ركع أطل ركع ركع اول سجد أطل سجد فعل ركع ثني فعل ولى صرف جلت شمس خطب ناس حمد أثنى شمس قمر ايت ايت خسف لمت لحا رأي فدع كبر وصل صدق امة حمد ولل اغر يزن عبد تزن امت امة حمد ولل علم لضح قلل ولب,627,16,Eclipses - كتاب الكسوف,صعب
1997,سأل صلة رجل قعد قائ فهو فضل قعد فله نصف اجر قئم نائ فله نصف اجر قعد,159,18,Shortening the Prayers (At-Taqseer) - كتاب التقصير,صعب
1998,خسف شمس عهد خرج يجر ردء نهى سجد وثب ناس اله صلى ركع نجل شمس شمس قمر ايت ايت وإن خسف لمت فصل ودع كشف وذك ابن نبي مات يقل راهيم ناس,332,16,Eclipses - كتاب الكسوف,صعب
1999,عثم عفن منى ركع فقل عبد سعد رجع صلت منى ركع وصل ابي بكر منى ركع وصل عمر خطب منى ركع فلت حظي ركع ركع تقبل,291,18,Shortening the Prayers (At-Taqseer) - كتاب التقصير,صعب
2000,نبي حمد ونس زهر يحى سعد حمد عبد رحم عمر عئش نبي خفف ركع صلة صبح أقل قرأ بأم كتب,239,19,Prayer at Night (Tahajjud) - كتاب التهجد,صعب
2001,خرج نبي صلح بني عمرو عوف وحن صلة فجء بلل بكر حبس نبي تؤم ناس شئتم أقم بلل صلة قدم بكر صلى فجء نبي يمش صفف يشق شقا لصف اول أخذ ناس صفح سهل تدر صفح صفق بكر لفت صلت فلم كثر تفت نبي لصف أشر اله كنك رفع بكر يده حمد قهقرى ورء قدم نبي صلى,572,21,Actions while Praying - كتاب العمل فى الصلاة,صعب
2002,سلم بين فجر يوم اثن أبو بكر يصل فجأ نبي كشف ستر حجر عئش نظر الي وهم صفف بسم يضح نكص بكر عقب وظن يرد خرج صلة وهم سلم فتن صلت فرح نبي رأه أشر بيد اتم دخل حجر أرخى ستر وتف,415,21,Actions while Praying - كتاب العمل فى الصلاة,صعب
2003,ندت مرأ ابن صومع جرج لهم امي وصل جرج لهم امي وصل جرج لهم امي وصل لهم يمت جرج نظر وجه مياميس وكانت تأي صومع رعي رعى غنم ولد فقل ولد جرج نزل صومع جرج زعم ولد ببس ابك رعي غنم,385,21,Actions while Praying - كتاب العمل فى الصلاة,صعب
2004,صلت نبي عصر فلم سلم سرع دخل نسه خرج رأى وجه قوم عجب سرع ذكر وأن صلة تبر عند فكر يمس يبت عند أمر قسم,212,21,Actions while Praying - كتاب العمل فى الصلاة,صعب
2005,اذن صلة دبر شيط ضرط سمع تأذ سكت ؤذن ثوب دبر سكت يزل مرء ذكر يكن ذكر يدر سلم عبد رحم فعل احد سجد سجد قعد,253,21,Actions while Praying - كتاب العمل فى الصلاة,صعب
2006,يعد عام حجة ودع وجع شتد فقل بلغ وجع وأن مال يرث ابن أتصدق ثلثى الي فقل شطر ثلث ثلث كبر كثر انك تذر ورث غنياء خير تذر علة كفف ناس وإن نفق نفق بغي وجه اجر جعل مرأ فقل خلف صحب انك خلف عمل عمل صلح زدد درج رفع لعل خلف نفع قوم يضر اخر لهم امض أصحاب هجر ترد عقب بئس سعد خول يرث مات بمك,652,23,Funerals (Al-Janaa'iz) - كتاب الجنائز,صعب
